Hospital ID,Hospital,Year,Salaries,Employee Benefits,Salaries & Benefits,Supplies,Insurance,Professional Fees,Total Operating Expense,Total Operating Revenue,Net Patient Revenue,Other Operating Revenue,Operating Income,Net Income,Salaries & Benefits %,Insurance %,Supplies %,Professional Fees %,Salary YoY Growth,Insurance YoY Growth,Revenue YoY Growth
106070934,SUTTER DELTA MEDICAL CENTER,2024,90973191,43510669,134483860,19311135,1124026,11406368,252477420,258696017,257714410,981607,6218597,11969293,53.27,0.45,7.65,4.52,11.47,-11.83,19.35
106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,2020,261042703,125646280,386688983,99691216,1776290,49377857,939491426,1037503687,963611816,73891871,98012261,103286646,41.16,0.19,10.61,5.26,,,
106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,2021,285588772,135371931,420960703,105623365,564938,63560017,955029040,1095931286,1082908590,13022696,140902246,148518696,44.08,0.06,11.06,6.66,8.86,-68.2,5.63
106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,2022,316616372,149896011,466512383,106811127,287175,65674616,1044685415,1103499660,1091934913,11564747,58814247,70491314,44.66,0.03,10.22,6.29,10.82,-49.17,0.69
106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,2023,335444619,170458852,505903471,112697874,225158,63715646,1085989741,1131585139,1120141680,11443459,45595398,63508791,46.58,0.02,10.38,5.87,8.44,-21.6,2.55
106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,2024,361356007,158615740,519971747,120104962,134590,54276328,1161143505,1201582185,1159264756,42317429,40438680,87254963,44.78,0.01,10.34,4.67,2.78,-40.22,6.19
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,2020,0,0,0,0,1859842,0,0,0,0,0,0,0,,,,,,,
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,2021,205903631,92686904,298590535,56753840,1921269,13523738,760479061,632758195,541905334,90852861,-127720866,-127662616,39.26,0.25,7.46,1.78,,3.3,
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,2022,210800796,91828996,302629792,54859418,1251368,24609613,738825174,752445848,667949665,84496183,13620674,13452093,40.96,0.17,7.43,3.33,1.35,-34.87,18.92
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,2023,224052965,79956263,304009228,60760757,2033093,22459467,794671622,754434134,661564770,92869364,-40237488,-40446571,38.26,0.26,7.65,2.83,0.46,62.47,0.26
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,2024,238336389,90827854,329164243,60954444,848536,15226313,864621175,886481763,767173857,119307906,21860588,21697823,38.07,0.1,7.05,1.76,8.27,-58.26,17.5
106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2020,180937038,52523697,233460735,68546018,0,35803050,521374564,506078983,479768971,26310012,-15295581,-10126801,44.78,0.0,13.15,6.87,,,
106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2021,196442344,57785317,254227661,74362891,242005,43308379,551517278,538052950,533993479,4059471,-13464328,-9898630,46.1,0.04,13.48,7.85,8.9,,6.32
106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2022,212325856,63437432,275763288,84887814,242005,45855611,579791712,538140066,536422581,1717485,-41651646,-38486343,47.56,0.04,14.64,7.91,8.47,0.0,0.02
106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2023,215176164,56173003,271349167,91265746,94143,40520367,610515161,568732102,564192757,4539345,-41783059,-31865198,44.45,0.02,14.95,6.64,-1.6,-61.1,5.68
106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2024,206818544,94643927,301462471,139263593,64505,27673923,688245109,700744540,691743332,9001208,12499431,14755122,43.8,0.01,20.23,4.02,11.1,-31.48,23.21
106074017,SAN RAMON REGIONAL MEDICAL CENTER,2020,56783699,22332325,79116024,21072065,689462,3043220,157214403,181623780,166317930,15305850,24409377,17944282,50.32,0.44,13.4,1.94,,,
106074017,SAN RAMON REGIONAL MEDICAL CENTER,2021,58567074,21989853,80556927,21970994,851966,5565356,162010254,181676507,183227832,-1551325,19666253,8746054,49.72,0.53,13.56,3.44,1.82,23.57,0.03
106074017,SAN RAMON REGIONAL MEDICAL CENTER,2022,58239491,21859052,80098543,23406306,1009720,9536781,172973526,188754721,187743017,1011704,15781195,8021382,46.31,0.58,13.53,5.51,-0.57,18.52,3.9
106074017,SAN RAMON REGIONAL MEDICAL CENTER,2023,58929177,21759220,80688397,22291764,1179827,6845936,171494172,181965998,181190655,775343,10471826,5288903,47.05,0.69,13.0,3.99,0.74,16.85,-3.6
106074017,SAN RAMON REGIONAL MEDICAL CENTER,2024,62559564,23264883,85824447,23633134,1235337,4576699,183888615,186528460,185384935,1143525,2639845,-1356263,46.67,0.67,12.85,2.49,6.37,4.7,2.51
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,2020,18906545,8288964,27195509,961309,80157,3305343,45324207,42628345,39578853,3049492,-2695862,-2695862,60.0,0.18,2.12,7.29,,,
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,2021,19740933,8948421,28689354,949263,21175,3084877,45945433,40565015,40153365,411650,-5380418,-5380418,62.44,0.05,2.07,6.71,5.49,-73.58,-4.84
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,2022,19795150,8293410,28088560,1125793,9229,2853982,46783696,38115383,37476338,639045,-8668313,-8668313,60.04,0.02,2.41,6.1,-2.09,-56.42,-6.04
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,2023,25883503,5563244,31446747,1190565,7621,1949638,48247167,45579383,44534175,1045208,-2667784,-2667784,65.18,0.02,2.47,4.04,11.96,-17.42,19.58
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,2024,25701630,5876357,31577987,1167072,4257,805438,48632837,41107224,40843520,263704,-7525613,-6611109,64.93,0.01,2.4,1.66,0.42,-44.14,-9.81
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,2020,0,0,0,0,65167,0,0,0,0,0,0,0,,,,,,,
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,2021,126614821,55493679,182108500,43030571,89660,7934292,449854830,441971068,392783665,49187403,-7883762,-7870890,40.48,0.02,9.57,1.76,,37.58,
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,2022,131001325,56133033,187134358,46583916,200190,11468488,451675875,493417347,445449442,47967905,41741472,41741201,41.43,0.04,10.31,2.54,2.76,123.28,11.64
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,2023,138729044,48053231,186782275,48961123,778953,9827412,479613047,522997443,470410619,52586824,43384396,42994535,38.94,0.16,10.21,2.05,-0.19,289.11,5.99
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,2024,146208724,53878301,200087025,49522774,435630,6375754,531967154,607570172,542084480,65485692,75603018,75565964,37.61,0.08,9.31,1.2,7.12,-44.07,16.17
106084001,SUTTER COAST HOSPITAL,2020,29402971,16768273,46171244,13173735,590800,3672757,92738491,100599155,88159860,12439295,7860664,8052439,49.79,0.64,14.21,3.96,,,
106084001,SUTTER COAST HOSPITAL,2021,28114679,17512072,45626751,14527296,601502,5192091,94195478,101933393,101466201,467192,7737915,12447795,48.44,0.64,15.42,5.51,-1.18,1.81,1.33
106084001,SUTTER COAST HOSPITAL,2022,28545604,13880578,42426182,15921380,589773,19295441,103251354,108340881,108067330,273551,5089527,3217821,41.09,0.57,15.42,18.69,-7.01,-1.95,6.29
106084001,SUTTER COAST HOSPITAL,2023,32101439,15878630,47980069,16166324,640903,9392419,106090586,108308135,107954424,353711,2217549,8230056,45.23,0.6,15.24,8.85,13.09,8.67,-0.03
106084001,SUTTER COAST HOSPITAL,2024,37162065,18596993,55759058,16139361,522709,8288294,111379333,121780523,121413905,366618,10401190,13004718,50.06,0.47,14.49,7.44,16.21,-18.44,12.44
106090793,BARTON MEMORIAL HOSPITAL,2020,51114234,14766888,65881122,20938471,932385,5151593,135699259,144480764,132008465,12472299,8781505,12120858,48.55,0.69,15.43,3.8,,,
106090793,BARTON MEMORIAL HOSPITAL,2021,52618379,17002579,69620958,24049556,454455,10039477,157667839,161521517,155994631,5526886,3853678,2774249,44.16,0.29,15.25,6.37,5.68,-51.26,11.79
106090793,BARTON MEMORIAL HOSPITAL,2022,61570275,17055423,78625698,28005649,602153,14663131,179228525,170387253,168793643,1593610,-8841272,-4894484,43.87,0.34,15.63,8.18,12.93,32.5,5.49
106090793,BARTON MEMORIAL HOSPITAL,2023,66858709,18396251,85254960,26752421,788603,5202315,178708855,174228538,172688826,1539712,-4480317,56494,47.71,0.44,14.97,2.91,8.43,30.96,2.25
106090793,BARTON MEMORIAL HOSPITAL,2024,65141158,9734013,74875171,28255186,853941,3823503,173285679,215573903,214143810,1430093,42288224,15859770,43.21,0.49,16.31,2.21,-12.17,8.29,23.73
106090933,MARSHALL MEDICAL CENTER,2020,99389849,49307651,148697500,35276374,816739,1530493,280413751,312398381,290460670,21937711,31984630,13891867,53.03,0.29,12.58,0.55,,,
106090933,MARSHALL MEDICAL CENTER,2021,96725147,48406908,145132055,37968185,966281,2140264,284526373,289353818,287856980,1496838,4827445,80746109,51.01,0.34,13.34,0.75,-2.4,18.31,-7.38
106090933,MARSHALL MEDICAL CENTER,2022,100147172,43752274,143899446,42287637,895986,9222723,300226630,295182986,284965557,10217429,-5043644,-4221919,47.93,0.3,14.09,3.07,-0.85,-7.27,2.01
106090933,MARSHALL MEDICAL CENTER,2023,103893300,52182138,156075438,45377355,876528,4842630,313903943,318294388,314810633,3483755,4390445,18889812,49.72,0.28,14.46,1.54,8.46,-2.17,7.83
106090933,MARSHALL MEDICAL CENTER,2024,111783970,53015422,164799392,50622907,838000,2796970,332993554,335011556,332660026,2351530,2018002,8800982,49.49,0.25,15.2,0.84,5.59,-4.4,5.25
106094002,TELECARE EL DORADO COUNTY P.H.F.,2020,2023270,504683,2527953,163021,47888,865135,4273525,4636727,4636727,0,363202,363202,59.15,1.12,3.81,20.24,,,
106094002,TELECARE EL DORADO COUNTY P.H.F.,2021,2088440,511345,2599785,173115,51239,748689,4342745,4798282,4798282,0,455537,455537,59.87,1.18,3.99,17.24,2.84,7.0,3.48
106094002,TELECARE EL DORADO COUNTY P.H.F.,2022,2281220,511918,2793138,193726,48450,643817,4864015,4983747,4983747,0,119732,119732,57.42,1.0,3.98,13.24,7.44,-5.44,3.87
106094002,TELECARE EL DORADO COUNTY P.H.F.,2023,2491609,679333,3170942,202174,49743,393766,5267981,5058393,5058378,15,-209588,-210204,60.19,0.94,3.84,7.47,13.53,2.67,1.5
106094002,TELECARE EL DORADO COUNTY P.H.F.,2024,2861726,711115,3572841,229112,58305,545448,5752210,5888071,5888071,0,135861,135410,62.11,1.01,3.98,9.48,12.67,17.21,16.4
106100005,CLOVIS COMMUNITY MEDICAL CENTER,2020,132866917,31310566,164177483,76931534,2309451,4924060,411378863,442720580,429206435,13514145,31341717,32205321,39.91,0.56,18.7,1.2,,,
106100005,CLOVIS COMMUNITY MEDICAL CENTER,2021,138247596,33829965,172077561,98811109,2408382,22008506,462874266,485873321,474276737,11596584,22999055,23685247,37.18,0.52,21.35,4.75,4.81,4.28,9.75
106100005,CLOVIS COMMUNITY MEDICAL CENTER,2022,166921577,37201584,204123161,99565700,2668788,66835381,570797612,565595999,539238658,26357341,-5201613,-4315063,35.76,0.47,17.44,11.71,18.62,10.81,16.41
106100005,CLOVIS COMMUNITY MEDICAL CENTER,2023,202071964,45880316,247952280,148903462,3121923,43600664,729527950,728997329,653377769,75619560,-530621,2272683,33.99,0.43,20.41,5.98,21.47,16.98,28.89
106100005,CLOVIS COMMUNITY MEDICAL CENTER,2024,226612371,44934477,271546848,174918943,3162544,16142786,775584434,807853954,735751167,72102787,32269520,34153125,35.01,0.41,22.55,2.08,9.52,1.3,10.82
106100697,COALINGA REGIONAL MEDICAL CENTER,2022,9736759,2820595,12557354,1881837,76786,3562972,33148872,25214537,25193025,21512,-7934335,-5967581,37.88,0.23,5.68,10.75,,,
106100697,COALINGA REGIONAL MEDICAL CENTER,2023,14055005,3242489,17297494,4122785,116266,1718831,49352028,25794580,20479945,5314635,-23557448,-23470019,35.05,0.24,8.35,3.48,37.75,51.42,2.3
106100697,COALINGA REGIONAL MEDICAL CENTER,2024,14910827,3619335,18530162,3602099,76611,5062539,57054844,26512200,26209104,303096,-30542644,-30462855,32.48,0.13,6.31,8.87,7.13,-34.11,2.78
106100717,COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,2020,401772146,94992560,496764706,226102691,5836327,9866071,1264056152,1289166384,1232220465,56945919,25110232,68861947,39.3,0.46,17.89,0.78,,,
106100717,COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,2021,415066603,101592017,516658620,259013776,6121671,48557848,1371186821,1373841644,1321704199,52137445,2654823,79822602,37.68,0.45,18.89,3.54,4.0,4.89,6.57
106100717,COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,2022,456788167,102838469,559626636,272859598,6188032,158258862,1547253655,1541207965,1451839102,89368863,-6045690,-63471051,36.17,0.4,17.64,10.23,8.32,1.08,12.18
106100717,COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,2023,423704287,167591698,591295985,276853949,7130147,68709910,1619054914,1730362334,1544446758,185915576,111307420,148003303,36.52,0.44,17.1,4.24,5.66,15.22,12.27
106100717,COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,2024,445209414,157581835,602791249,294962583,7508908,22512703,1620424829,1822885361,1643868936,179016425,202460532,279776907,37.2,0.46,18.2,1.39,1.94,5.31,5.35
106100797,ADVENTIST HEALTH REEDLEY,2020,45278730,21115050,66393780,14321460,559350,1294664,169660672,195550104,181438764,14111340,25889432,28157860,39.13,0.33,8.44,0.76,,,
106100797,ADVENTIST HEALTH REEDLEY,2021,48381889,21343639,69725528,13163857,542315,806381,202169610,205341931,184652483,20689448,3172321,7642011,34.49,0.27,6.51,0.4,5.02,-3.05,5.01
106100797,ADVENTIST HEALTH REEDLEY,2022,57319711,17187929,74507640,14279669,726175,1261090,210350060,231227714,191672414,39555300,20877654,17160196,35.42,0.35,6.79,0.6,6.86,33.9,12.61
106100797,ADVENTIST HEALTH REEDLEY,2023,66006794,29110440,95117234,13545720,623494,1085098,227510139,194286080,190023893,4262187,-33224059,-19503042,41.81,0.27,5.95,0.48,27.66,-14.14,-15.98
106100797,ADVENTIST HEALTH REEDLEY,2024,73448978,32565306,106014284,14983790,1029962,914692,238874890,226930004,223863588,3066416,-11944886,110974,44.38,0.43,6.27,0.38,11.46,65.19,16.8
106100899,ST. AGNES MEDICAL CENTER,2020,194816006,35727262,230543268,91521630,1140907,30640150,521930076,502612359,482265737,20346622,-19317717,-8748458,44.17,0.22,17.54,5.87,,,
106100899,ST. AGNES MEDICAL CENTER,2021,196869861,33701941,230571802,96729772,1781257,44819928,532564790,552137687,542503591,9634096,19572897,93904031,43.29,0.33,18.16,8.42,0.01,56.13,9.85
106100899,ST. AGNES MEDICAL CENTER,2022,210833978,39320753,250154731,101575284,2790090,68346509,630026112,581027519,561239547,19787972,-48998593,-64870135,39.71,0.44,16.12,10.85,8.49,56.64,5.23
106100899,ST. AGNES MEDICAL CENTER,2023,258592024,41645070,300237094,104111315,3513310,27661809,666390120,581095955,566215855,14880100,-85294165,-77361993,45.05,0.53,15.62,4.15,20.02,25.92,0.01
106100899,ST. AGNES MEDICAL CENTER,2024,266121104,45699426,311820530,105259062,3577460,24922091,694358484,616363963,605102511,11261452,-77994521,-75819803,44.91,0.52,15.16,3.59,3.86,1.83,6.07
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,2020,18081144,3508466,21589610,1436743,223836,0,37421112,37608701,37280429,328272,187589,187589,57.69,0.6,3.84,0.0,,,
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,2021,18538032,3624032,22162064,1469452,234891,0,39032303,39949705,38422447,1527258,917402,917402,56.78,0.6,3.76,0.0,2.65,4.94,6.22
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,2022,18386727,3628680,22015407,1394926,264999,0,41580504,44112024,39331311,4780713,2531520,2531520,52.95,0.64,3.35,0.0,-0.66,12.82,10.42
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,2023,21363518,3821515,25185033,1451449,289298,0,43892499,44009490,43564176,445314,116991,113237,57.38,0.66,3.31,0.0,14.4,9.17,-0.23
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,2024,24045119,4061057,28106176,1718013,223192,0,46159032,49131773,48891151,240622,2972741,2972741,60.89,0.48,3.72,0.0,11.6,-22.85,11.64
106104047,FRESNO SURGICAL HOSPITAL,2020,21386971,6295402,27682373,33011551,192843,2020251,82311410,89263827,89120604,143223,6952417,8842219,33.63,0.23,40.11,2.45,,,
106104047,FRESNO SURGICAL HOSPITAL,2021,23258275,6455581,29713856,35131400,158147,2692407,87945567,92241810,92075040,166770,4296243,5284102,33.79,0.18,39.95,3.06,7.34,-17.99,3.34
106104047,FRESNO SURGICAL HOSPITAL,2022,22616028,7052912,29668940,33711903,177159,2492202,87035434,91887703,91815760,71943,4852269,4871318,34.09,0.2,38.73,2.86,-0.15,12.02,-0.38
106104047,FRESNO SURGICAL HOSPITAL,2023,23933029,7395433,31328462,37471962,155698,4376741,95620880,102383454,102383454,0,6762574,7027107,32.76,0.16,39.19,4.58,5.59,-12.11,11.42
106104047,FRESNO SURGICAL HOSPITAL,2024,25442331,6659219,32101550,40816685,209764,2490218,99425625,120714898,120714898,0,21289273,21673701,32.29,0.21,41.05,2.5,2.47,34.72,17.9
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,2020,0,0,0,0,445825,0,0,0,0,0,0,0,,,,,,,
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,2021,128812382,56127989,184940371,35816058,313043,6641124,469428077,529710287,450584768,79125519,60282210,60302014,39.4,0.07,7.63,1.41,,-29.78,
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,2022,133611662,56368936,189980598,35812137,538794,6404646,492644763,557384712,456974188,100410524,64739949,64112287,38.56,0.11,7.27,1.3,2.73,72.12,5.22
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,2023,135513390,46847308,182360698,37201488,1083910,3362704,503890386,562727847,456105525,106622322,58837461,58393025,36.19,0.22,7.38,0.67,-4.01,101.17,0.96
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,2024,142812073,52653255,195465328,38613608,1005580,1861644,543384309,613340964,501092199,112248765,69956655,70033604,35.97,0.19,7.11,0.34,7.19,-7.23,8.99
106105051,COALINGA STATE HOSPITAL,2020,0,0,0,0,0,0,326030499,0,0,0,-326030499,0,0.0,0.0,0.0,0.0,,,
106105051,COALINGA STATE HOSPITAL,2021,0,0,0,0,0,0,317869905,0,0,0,-317869905,0,0.0,0.0,0.0,0.0,,,
106105051,COALINGA STATE HOSPITAL,2022,0,0,0,0,0,0,335713981,0,0,0,-335713981,0,0.0,0.0,0.0,0.0,,,
106105051,COALINGA STATE HOSPITAL,2023,0,0,0,0,0,0,364859427,0,0,0,-364859427,0,0.0,0.0,0.0,0.0,,,
106105051,COALINGA STATE HOSPITAL,2024,0,0,0,0,0,0,390780531,0,0,0,-390780531,0,0.0,0.0,0.0,0.0,,,
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,2020,2258628,504656,2763284,164880,19783,1734954,4898779,5361591,5361591,0,462812,498364,56.41,0.4,3.37,35.42,,,
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,2021,2335079,575964,2911043,136840,25868,1898908,5211788,5384289,5384289,0,172501,687568,55.85,0.5,2.63,36.43,5.35,30.76,0.42
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,2022,2397703,564837,2962540,134706,29386,1854552,5246360,5425497,5425497,0,179137,135907,56.47,0.56,2.57,35.35,1.77,13.6,0.77
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,2023,2685949,547850,3233799,112394,31541,1878841,5487376,5723957,5723957,0,236581,659841,58.93,0.57,2.05,34.24,9.16,7.33,5.5
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,2024,3062616,671181,3733797,132080,41202,1949681,6047535,5922154,5922154,0,-125381,1983509,61.74,0.68,2.18,32.24,15.46,30.63,3.46
106110889,GLENN MEDICAL CENTER,2020,9866226,2237886,12104112,1421253,212543,2686112,24352037,27747820,21307300,6440520,3395783,3853109,49.7,0.87,5.84,11.03,,,
106110889,GLENN MEDICAL CENTER,2021,11163212,2630205,13793417,1091079,164566,7624873,34852103,26236825,25832827,403998,-8615278,-8615278,39.58,0.47,3.13,21.88,13.96,-22.57,-5.45
106110889,GLENN MEDICAL CENTER,2022,11990814,2127124,14117938,1049523,276112,4466876,28976597,29137783,27185312,1952471,161186,161186,48.72,0.95,3.62,15.42,2.35,67.78,11.06
106110889,GLENN MEDICAL CENTER,2023,12105432,2413203,14518635,2246279,515199,2030657,36327784,29233951,28674864,559087,-7093833,-7093833,39.97,1.42,6.18,5.59,2.84,86.59,0.33
106110889,GLENN MEDICAL CENTER,2024,13030786,2549882,15580668,1388742,164181,3883511,36151411,29160572,28801996,358576,-6990839,-4977474,43.1,0.45,3.84,10.74,7.31,-68.13,-0.25
106121002,MAD RIVER COMMUNITY HOSPITAL,2020,22508257,10190871,32699128,6990040,833223,5484748,62645594,55137709,48706699,6431010,-7507885,-7207841,52.2,1.33,11.16,8.76,,,
106121002,MAD RIVER COMMUNITY HOSPITAL,2021,22444565,8739840,31184405,5332020,918619,5021466,56885597,70139705,51830368,18309337,13254108,11178875,54.82,1.61,9.37,8.83,-4.63,10.25,27.21
106121002,MAD RIVER COMMUNITY HOSPITAL,2022,23999961,9104921,33104882,5697358,930101,7750632,62901697,53027694,47037474,5990220,-9874003,-9746720,52.63,1.48,9.06,12.32,6.16,1.25,-24.4
106121002,MAD RIVER COMMUNITY HOSPITAL,2023,24364396,9442819,33807215,5616755,1112875,8690658,66926451,54053654,53498487,555167,-12872797,-12850659,50.51,1.66,8.39,12.99,2.12,19.65,1.93
106121002,MAD RIVER COMMUNITY HOSPITAL,2024,22563687,9265616,31829303,5088538,1159249,6484723,60492593,50201714,49506203,695511,-10290879,-10278879,52.62,1.92,8.41,10.72,-5.85,4.17,-7.13
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,2020,6080846,1600735,7681581,983566,80000,1299049,14475737,11435479,11406106,29373,-3040258,7524517,53.07,0.55,6.79,8.97,,,
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,2021,7153433,2259460,9412893,1316741,115128,1071165,17118880,9964154,9941933,22221,-7154726,362357,54.99,0.67,7.69,6.26,22.54,43.91,-12.87
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,2022,7665094,2097930,9763024,2438251,78244,1201588,19964100,13322566,11640620,1681946,-6641534,1253199,48.9,0.39,12.21,6.02,3.72,-32.04,33.7
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,2023,10135116,1804030,11939146,1466375,137237,5092786,25746874,15922764,12543443,3379321,-9824110,1809506,46.37,0.53,5.7,19.78,22.29,75.4,19.52
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,2024,10158471,2850691,13009162,2214106,124927,4924536,27160147,22306818,17881735,4425083,-4853329,8058800,47.9,0.46,8.15,18.13,8.96,-8.97,40.09
